epoch,train_loss,val_loss,train_acc,val_acc,lr
1,1.6633230446921454,1.4407188667297364,0.46684444444444445,0.5764,0.01
2,1.3991659327189128,1.3816834976196288,0.6065111111111111,0.5974,0.009990133642141357
3,1.2855307478586833,1.4602517822265626,0.6668666666666667,0.5872,0.009960573506572389
4,1.2123684865315756,1.1904348606109618,0.703,0.7008,0.009911436253643442
5,1.1610852220111423,1.2121977193832398,0.7306222222222222,0.6988,0.009842915805643154
6,1.114567115190294,1.2150735734939575,0.7506444444444444,0.7018,0.009755282581475767
7,1.080705412504408,1.150758086013794,0.7704222222222222,0.724,0.009648882429441256
8,1.04494587343004,1.0869841794967652,0.7863555555555556,0.7496,0.009524135262330098
9,1.0161848737080892,1.075456054496765,0.799,0.7616,0.009381533400219317
10,0.9885703823619418,1.1284485271453857,0.8141333333333334,0.7276,0.009221639627510075
11,0.9612114368650648,1.0634914785385132,0.8284,0.7644,0.009045084971874737
12,0.9406175110499064,1.0428285194396973,0.8395111111111111,0.7782,0.008852566213878947
13,0.9169904730584887,1.0629408111572265,0.8510888888888889,0.7674,0.008644843137107058
14,0.8946268260743883,1.0680680257797242,0.8639555555555556,0.769,0.008422735529643444
15,0.8717072629504734,1.094521305847168,0.8744222222222222,0.7576,0.00818711994874345
16,0.8511194334454006,1.024808519554138,0.8878888888888888,0.7874,0.007938926261462368
17,0.8297491886350844,1.0624990999221802,0.8957111111111111,0.7786,0.007679133974894984
18,0.813210024939643,1.0278663148880005,0.9058444444444445,0.7846,0.007408768370508577
19,0.7970194548500908,1.0330560638427735,0.9135111111111112,0.7788,0.0071288964578253644
20,0.7781959452099271,1.0440346208572389,0.924,0.778,0.0068406227634233915
21,0.7659879438824124,1.0511193552017213,0.9307333333333333,0.7698,0.006545084971874738
22,0.7490514890882704,1.0092206197738647,0.9404222222222223,0.7928,0.006243449435824274
23,0.7365401721106635,1.0431499496459962,0.9465111111111111,0.7772,0.005936906572928625
24,0.7230500485738118,1.007315212249756,0.9529555555555556,0.7974,0.005626666167821524
25,0.7089616324106852,1.037352347946167,0.9607111111111111,0.7806,0.005313952597646569
26,0.6997075295554267,1.0391491979599,0.9649777777777778,0.7822,0.005000000000000002
27,0.6897348806593153,1.0383390760421753,0.9694222222222222,0.7848,0.004686047402353435
28,0.6816684311442905,1.0202323135375977,0.9741333333333333,0.7934,0.004373333832178481
29,0.6712831112437778,1.0354139614105224,0.9778222222222223,0.7898,0.0040630934270713785
30,0.6641008441077338,1.0353301294326782,0.9806444444444444,0.7842,0.0037565505641757274
31,0.6585898358768887,1.019574114227295,0.9832222222222222,0.7924,0.0034549150281252662
32,0.6512249215337965,1.017730994606018,0.9859777777777777,0.7898,0.0031593772365766134
33,0.644437770292494,1.021653426361084,0.9880222222222222,0.793,0.0028711035421746384
34,0.64141954981486,1.022309446144104,0.9893333333333333,0.7878,0.002591231629491424
35,0.6359040656195747,1.0180761571884156,0.9907555555555555,0.7912,0.0023208660251050166
36,0.6320553089035882,1.0157917798995972,0.9921111111111112,0.7932,0.0020610737385376356
37,0.6292214010238647,1.020779087638855,0.9931111111111111,0.7946,0.001812880051256552
38,0.6270072969436645,1.0146146076202394,0.9935555555555555,0.7924,0.001577264470356557
39,0.623000058333079,1.0147304000854491,0.9941333333333333,0.7956,0.0013551568628929439
40,0.62077543592453,1.0220769638061524,0.9947777777777778,0.7912,0.0011474337861210548
41,0.6186653972307841,1.0171651634216308,0.9952888888888889,0.7944,0.0009549150281252636
42,0.6178026421017117,1.0187260808944703,0.9953777777777778,0.7942,0.000778360372489926
43,0.616216151046753,1.0175579048156738,0.9955333333333334,0.793,0.0006184665997806823
44,0.6142308616108364,1.017478627204895,0.9964444444444445,0.7924,0.0004758647376699034
45,0.6126514482286242,1.016331529045105,0.9961333333333333,0.7952,0.0003511175705587434
46,0.6128303326924642,1.0153525091171265,0.9964444444444445,0.7926,0.00024471741852423245
47,0.6120447378582424,1.016778178215027,0.9964888888888889,0.7928,0.00015708419435684522
48,0.6122630784988403,1.0149349727630614,0.9961777777777778,0.7938,8.856374635655642e-05
49,0.6117058256785075,1.0147230381011962,0.9963555555555555,0.7934,3.942649342761119e-05
50,0.6117235761430528,1.0149283016204833,0.9965555555555555,0.7942,9.866357858642208e-06
