epoch,train_loss,val_loss,train_acc,val_acc,lr
1,1.4681438931571114,1.1338281885147095,0.46382222222222225,0.5854,0.001
2,1.0936104747772217,0.9987312868118287,0.6114444444444445,0.6518,0.001
3,0.9594611097123887,0.8338178970336914,0.6632,0.699,0.001
4,0.8773856677373251,0.8512886064529419,0.6925777777777777,0.704,0.001
5,0.8096334392547607,0.7688607065200805,0.7198222222222223,0.7298,0.001
6,0.7574177033742269,0.7727054221153259,0.7353777777777778,0.7264,0.001
7,0.7096314940134685,0.7485351935386658,0.749,0.7442,0.001
8,0.6656307181040446,0.7499136079788208,0.7680444444444444,0.736,0.001
9,0.6214234263049232,0.8461725211143494,0.7812888888888889,0.7112,0.001
10,0.5859182007577685,0.7059142091751098,0.7960222222222222,0.7618,0.001
11,0.5531014512168037,0.7910302157402038,0.8064,0.7452,0.001
12,0.5139368163956536,0.6767899710655212,0.8187555555555556,0.769,0.001
13,0.4818525933265686,0.6859069085121154,0.8289777777777778,0.7718,0.001
14,0.4542988033400642,0.8343194298744202,0.8381777777777778,0.7398,0.001
15,0.4207878736495972,0.8258000684738159,0.8510666666666666,0.7414,0.001
16,0.40196255679660375,0.6609877672195434,0.8552,0.785,0.001
17,0.3746788142204285,0.6864916680335998,0.8653333333333333,0.7846,0.001
18,0.3561699213557773,0.8082245504379273,0.8727111111111111,0.761,0.001
19,0.33587915015750464,0.7838966935157776,0.8814888888888889,0.77,0.001
20,0.3162650468296475,0.7359898710250854,0.8862222222222222,0.7864,0.001
21,0.30044449099434745,0.8344141563415527,0.8918444444444444,0.7684,0.001
22,0.279046329609553,0.772684762763977,0.8981777777777777,0.7766,0.001
23,0.26631955319510564,0.7722700025558472,0.9037333333333334,0.7826,0.001
24,0.2536032881339391,1.0183899892807007,0.9075777777777778,0.7494,0.001
25,0.2425630377292633,0.8463207403182983,0.9122444444444444,0.7778,0.001
26,0.23351600223382313,0.7793846279144288,0.9150222222222222,0.7824,0.001
27,0.22182682903342776,0.8882729372024536,0.9191777777777778,0.7634,0.001
28,0.21187764372825624,0.9226637399673462,0.923,0.774,0.001
29,0.20511731974018946,0.95705191488266,0.9255555555555556,0.7678,0.001
30,0.1978358665890164,0.8664578100204468,0.9274888888888889,0.7798,0.001
31,0.19214044233163197,0.9189847480773926,0.9317555555555556,0.779,0.001
