epoch,train_loss,val_loss,train_acc,val_acc,lr
1,1.8768719381332397,1.6302569385528565,0.34931111111111113,0.4902,0.1
2,1.540999004957411,1.5652556213378905,0.5281111111111111,0.5184,0.09999383162408304
3,1.3366667701509263,1.2784809530258179,0.6298444444444444,0.6574,0.09997532801828658
4,1.2155196637683445,1.1728718780517577,0.6899333333333333,0.7094,0.09994449374809851
5,1.118031695959303,1.6175117977142335,0.7373555555555555,0.5512,0.09990133642141359
6,1.0626658965216742,1.1807692956924438,0.765,0.7054,0.09984586668665642
7,1.027936341688368,1.123195897769928,0.7801333333333333,0.732,0.09977809823015402
8,0.9984646905369229,1.002618012046814,0.7944222222222223,0.7878,0.09969804777275901
9,0.9795059322992961,1.114914912033081,0.8012444444444444,0.749,0.09960573506572391
10,0.9545799044715033,1.0252990566253661,0.8110888888888889,0.7764,0.09950118288582789
11,0.9392483319176568,1.0374151933670044,0.8198444444444445,0.778,0.09938441702975691
12,0.925382442771064,0.9969534566879272,0.8251555555555555,0.794,0.09925546630773871
13,0.9212306507534451,1.164957358932495,0.8258,0.7292,0.09911436253643445
14,0.9059184606552124,1.1454593278884888,0.8323555555555555,0.7288,0.0989611405310883
15,0.9041636392169529,0.9440606683731079,0.8349555555555556,0.8124,0.09879583809693739
16,0.8879259124755859,0.9587561286926269,0.8418444444444444,0.8088,0.09861849601988384
17,0.8744473093880547,0.9768383853912354,0.8448222222222223,0.801,0.09842915805643157
18,0.8740293427467346,1.2663614177703857,0.8457111111111111,0.6908,0.09822787092288993
19,0.8652131540934245,1.3863387901306152,0.8503555555555555,0.6748,0.09801468428384717
20,0.8654232856644525,1.0788450298309327,0.8496888888888889,0.7622,0.09778965073991652
21,0.8585515606774224,0.9165246792793273,0.8539333333333333,0.8288,0.0975528258147577
22,0.8458552526368035,0.90603244972229,0.8587777777777778,0.8326,0.09730426794137728
23,0.8511515712314182,1.028832555770874,0.8559111111111111,0.7814,0.09704403844771128
24,0.8400607009781732,1.0768544244766236,0.8615333333333334,0.7576,0.09677220154149338
25,0.8336692793528239,0.9155353244781494,0.8642,0.8236,0.09648882429441258
26,0.8372738154093424,0.9630467562675477,0.8609333333333333,0.8042,0.09619397662556435
27,0.8310202031347487,0.851956356716156,0.8645777777777778,0.8486,0.09588773128419906
28,0.8354163972430759,1.1429801906585693,0.8622,0.7476,0.09557016383177226
29,0.8278941085603502,1.0890551628112792,0.8657333333333334,0.7464,0.09524135262330098
30,0.8244089098824395,1.0760525066375732,0.8665555555555555,0.7716,0.09490137878803079
31,0.8199325923071967,0.9018725790023804,0.8696222222222222,0.8298,0.0945503262094184
32,0.812017959997389,1.0560117784500123,0.8724666666666666,0.7764,0.0941882815044347
